LC;418023833;Ana;Rodríguez;ana.rodríguez@example.com;07/05/1967;REDISTRIBUCION_VIANDAS;2771434
DNI;465661327;Juan;Fernández;juan.fernández@example.com;27/01/1986;DONACION_VIANDAS;4
DNI;1973156;Lucía;Pérez;lucía.pérez@example.com;04/04/1986;DONACION_VIANDAS;15743
DNI;89776231;Luis;Pérez;luis.pérez@example.com;20/03/1973;REDISTRIBUCION_VIANDAS;04
LC;85524573;Sofía;García;sofía.garcía@example.com;01/10/1967;ENTREGA_TARJETAS;204035
LE;6931033;Lucía;Martínez;lucía.martínez@example.com;27/02/2005;REDISTRIBUCION_VIANDAS;4085350
DNI;0500400;Pedro;Rodríguez;pedro.rodríguez@example.com;02/08/1995;DONACION_VIANDAS;276138
DNI;8377819;María;Rodríguez;maría.rodríguez@example.com;09/11/2007;DONACION_VIANDAS;1
DNI;70000995;Carlos;Rodríguez;carlos.rodríguez@example.com;23/05/1986;DONACION_VIANDAS;10
LE;915297;Lucía;López;lucía.lópez@example.com;06/03/1966;REDISTRIBUCION_VIANDAS;5
LC;387628101;Sofía;Rodríguez;sofía.rodríguez@example.com;25/05/1962;DONACION_VIANDAS;17687
DNI;4229458;Pedro;Gómez;pedro.gómez@example.com;03/08/2014;REDISTRIBUCION_VIANDAS;8021
LE;099543108;Lucía;Sánchez;lucía.sánchez@example.com;16/10/2002;ENTREGA_TARJETAS;7
DNI;2369022;Lucía;Gómez;lucía.gómez@example.com;03/05/1985;ENTREGA_TARJETAS;1212016
DNI;2052704;Lucía;Sánchez;lucía.sánchez@example.com;07/01/2023;DONACION_VIANDAS;59
DNI;99473215;Lucía;Pérez;lucía.pérez@example.com;25/09/1954;ENTREGA_TARJETAS;9451
LE;14825583;Luis;Sánchez;luis.sánchez@example.com;26/07/1973;DINERO;79
LC;329037044;Sofía;Sánchez;sofía.sánchez@example.com;25/07/2016;DONACION_VIANDAS;690
LE;329536654;Carlos;Martínez;carlos.martínez@example.com;28/07/1964;REDISTRIBUCION_VIANDAS;40
LC;804813411;Carlos;Pérez;carlos.pérez@example.com;03/12/1981;DONACION_VIANDAS;8757
LC;767363961;Ana;Pérez;ana.pérez@example.com;22/02/1956;DINERO;775508
DNI;8772679429;María;Gómez;maría.gómez@example.com;10/12/1952;REDISTRIBUCION_VIANDAS;18256
LE;27357475;María;Sánchez;maría.sánchez@example.com;16/10/1962;REDISTRIBUCION_VIANDAS;7273503
DNI;111502434;Sofía;López;sofía.lópez@example.com;16/07/2000;ENTREGA_TARJETAS;2055
DNI;8714354;Luis;Gómez;luis.gómez@example.com;16/04/1981;REDISTRIBUCION_VIANDAS;921
LC;046498;Ana;Rodríguez;ana.rodríguez@example.com;16/09/1989;REDISTRIBUCION_VIANDAS;8517
LC;198104;Pedro;García;pedro.garcía@example.com;10/05/1967;DINERO;4467952
DNI;98807188;Ana;Fernández;ana.fernández@example.com;20/05/1979;DONACION_VIANDAS;7120384
DNI;194864001;Luis;Fernández;luis.fernández@example.com;28/06/2006;ENTREGA_TARJETAS;0919843
DNI;525071;Ana;Gómez;ana.gómez@example.com;26/07/1959;REDISTRIBUCION_VIANDAS;048
LE;2622223883;Pedro;López;pedro.lópez@example.com;07/10/2023;DONACION_VIANDAS;7267
LE;905211;María;López;maría.lópez@example.com;03/11/1950;ENTREGA_TARJETAS;065432
LE;8624373;Pedro;Sánchez;pedro.sánchez@example.com;17/08/2017;DONACION_VIANDAS;2880
DNI;99325171;Carlos;Rodríguez;carlos.rodríguez@example.com;15/03/1995;DONACION_VIANDAS;7
DNI;115022;María;Rodríguez;maría.rodríguez@example.com;09/03/1979;REDISTRIBUCION_VIANDAS;471
LE;887170;Juan;García;juan.garcía@example.com;19/06/1971;REDISTRIBUCION_VIANDAS;07
LE;3171631;Sofía;Rodríguez;sofía.rodríguez@example.com;27/05/1999;ENTREGA_TARJETAS;9439
DNI;737117;Luis;Gómez;luis.gómez@example.com;06/07/1987;ENTREGA_TARJETAS;18013
LE;84990233;Sofía;Fernández;sofía.fernández@example.com;05/06/1976;ENTREGA_TARJETAS;24
LE;347588137;Sofía;Pérez;sofía.pérez@example.com;26/05/1973;ENTREGA_TARJETAS;50800
LC;637132437;Ana;Sánchez;ana.sánchez@example.com;23/07/2012;ENTREGA_TARJETAS;4994
DNI;232788483;Pedro;López;pedro.lópez@example.com;07/11/1971;REDISTRIBUCION_VIANDAS;81801
LC;154756;Ana;García;ana.garcía@example.com;05/09/1992;REDISTRIBUCION_VIANDAS;757195
LC;116187;Pedro;García;pedro.garcía@example.com;09/09/1996;DINERO;6442
DNI;3339958;Pedro;Sánchez;pedro.sánchez@example.com;28/12/2012;REDISTRIBUCION_VIANDAS;61295
DNI;3903690;Juan;Sánchez;juan.sánchez@example.com;19/01/2014;ENTREGA_TARJETAS;8
LE;76476562;Juan;Martínez;juan.martínez@example.com;02/08/1982;DONACION_VIANDAS;285356
LE;796000;María;Rodríguez;maría.rodríguez@example.com;10/06/1954;ENTREGA_TARJETAS;258
DNI;247402;Juan;Martínez;juan.martínez@example.com;23/10/1997;DINERO;3
LC;73450511;Sofía;Martínez;sofía.martínez@example.com;19/03/1975;DINERO;864177
LE;7813354;Luis;Gómez;luis.gómez@example.com;13/08/1992;REDISTRIBUCION_VIANDAS;991008
LE;6830541;Pedro;Gómez;pedro.gómez@example.com;23/03/2017;DINERO;70335
LE;63762053;Lucía;Sánchez;lucía.sánchez@example.com;20/08/1973;ENTREGA_TARJETAS;768
DNI;2247484036;Ana;Pérez;ana.pérez@example.com;03/02/1966;REDISTRIBUCION_VIANDAS;27414
LC;8518814;María;López;maría.lópez@example.com;02/02/2017;REDISTRIBUCION_VIANDAS;59149
LE;0497278485;Pedro;Gómez;pedro.gómez@example.com;01/12/2015;DINERO;89430
DNI;2735337460;Carlos;Fernández;carlos.fernández@example.com;17/02/2012;DONACION_VIANDAS;2
DNI;661077815;Carlos;López;carlos.lópez@example.com;26/01/1993;ENTREGA_TARJETAS;70965
DNI;9692035194;Lucía;López;lucía.lópez@example.com;23/07/1975;DONACION_VIANDAS;168
LC;235342576;Lucía;López;lucía.lópez@example.com;14/07/2004;DONACION_VIANDAS;752
LE;387043612;Lucía;Martínez;lucía.martínez@example.com;09/03/1989;DONACION_VIANDAS;92
LE;8315602;Luis;Fernández;luis.fernández@example.com;13/07/1988;REDISTRIBUCION_VIANDAS;24
LE;1765217966;Carlos;García;carlos.garcía@example.com;07/01/2015;DINERO;6
LC;981926586;Pedro;Martínez;pedro.martínez@example.com;08/04/1992;REDISTRIBUCION_VIANDAS;88
LC;4388047996;Carlos;Fernández;carlos.fernández@example.com;14/09/1968;ENTREGA_TARJETAS;7
LC;35498784;Juan;Fernández;juan.fernández@example.com;18/10/2012;REDISTRIBUCION_VIANDAS;0218
LC;300378;María;Martínez;maría.martínez@example.com;27/03/2013;DONACION_VIANDAS;8417628
LE;577880572;Ana;Pérez;ana.pérez@example.com;08/06/2007;DONACION_VIANDAS;23388
LE;946661;Ana;García;ana.garcía@example.com;14/06/1975;REDISTRIBUCION_VIANDAS;32
LC;5429934580;Carlos;Rodríguez;carlos.rodríguez@example.com;18/05/1963;REDISTRIBUCION_VIANDAS;9
DNI;24495542;Juan;García;juan.garcía@example.com;04/09/1993;DINERO;19
DNI;70851365;Juan;Gómez;juan.gómez@example.com;21/08/1976;DINERO;4
LE;4038595486;Lucía;Martínez;lucía.martínez@example.com;04/07/2009;DINERO;542278
LC;1241450949;Juan;Martínez;juan.martínez@example.com;21/12/1952;DINERO;4883
DNI;482949;Pedro;Rodríguez;pedro.rodríguez@example.com;28/07/1982;DINERO;37477
LC;2824205;Pedro;García;pedro.garcía@example.com;01/01/1997;REDISTRIBUCION_VIANDAS;7003
LE;3726462;Lucía;García;lucía.garcía@example.com;05/09/2008;DONACION_VIANDAS;243661
LC;012769084;Sofía;López;sofía.lópez@example.com;08/08/2013;DINERO;8529818
DNI;770927;Pedro;Fernández;pedro.fernández@example.com;12/03/1996;DINERO;8
LC;3254236412;Juan;Pérez;juan.pérez@example.com;25/03/2012;ENTREGA_TARJETAS;8564598
LC;6959513019;Lucía;López;lucía.lópez@example.com;27/09/1994;DONACION_VIANDAS;1093932
LE;21873734;Lucía;Martínez;lucía.martínez@example.com;20/06/1996;DONACION_VIANDAS;959
DNI;4925384;Pedro;García;pedro.garcía@example.com;26/01/1967;DINERO;3079
LC;3625678855;Ana;Rodríguez;ana.rodríguez@example.com;06/04/1951;DONACION_VIANDAS;59829
LC;216453;María;Martínez;maría.martínez@example.com;08/02/2002;ENTREGA_TARJETAS;74721
LE;5795974;Juan;López;juan.lópez@example.com;18/08/1998;ENTREGA_TARJETAS;55549
DNI;102404730;Ana;Martínez;ana.martínez@example.com;27/08/1990;REDISTRIBUCION_VIANDAS;604131
LC;791924;Ana;Sánchez;ana.sánchez@example.com;13/09/2009;REDISTRIBUCION_VIANDAS;594
LC;2175563597;Ana;Gómez;ana.gómez@example.com;03/08/1971;REDISTRIBUCION_VIANDAS;98
DNI;1965999;Pedro;Gómez;pedro.gómez@example.com;15/06/2016;ENTREGA_TARJETAS;5755
LE;373378;Luis;García;luis.garcía@example.com;12/03/2004;DONACION_VIANDAS;4
DNI;4250545;Lucía;López;lucía.lópez@example.com;04/09/2009;DONACION_VIANDAS;7297630
DNI;974959511;Ana;López;ana.lópez@example.com;24/08/2017;ENTREGA_TARJETAS;8144774
DNI;013975;Luis;Sánchez;luis.sánchez@example.com;15/06/1972;DONACION_VIANDAS;1
LC;4898618;Ana;Pérez;ana.pérez@example.com;06/09/1964;DINERO;421760
LE;7646986;Luis;López;luis.lópez@example.com;23/02/2005;DONACION_VIANDAS;3769247
LC;2542670;Sofía;Gómez;sofía.gómez@example.com;25/08/2002;REDISTRIBUCION_VIANDAS;099164
LC;87558173;Lucía;López;lucía.lópez@example.com;09/03/1976;DONACION_VIANDAS;321187
LC;7319810;María;Gómez;maría.gómez@example.com;13/04/1980;DONACION_VIANDAS;0
LE;3887608773;Pedro;García;pedro.garcía@example.com;09/12/2015;DINERO;76214
LE;92526740;Pedro;López;pedro.lópez@example.com;03/04/1989;DINERO;5915759
DNI;0748365;Sofía;Gómez;sofía.gómez@example.com;10/09/1995;ENTREGA_TARJETAS;808066
LE;905733;Lucía;Sánchez;lucía.sánchez@example.com;16/04/2020;ENTREGA_TARJETAS;736
LE;9673068;Carlos;García;carlos.garcía@example.com;17/04/2006;ENTREGA_TARJETAS;0521744
LC;34243081;Pedro;Rodríguez;pedro.rodríguez@example.com;15/04/2018;ENTREGA_TARJETAS;72143
DNI;0908651;Luis;Sánchez;luis.sánchez@example.com;26/10/1951;DINERO;800
LC;576728;Juan;Fernández;juan.fernández@example.com;01/10/2016;ENTREGA_TARJETAS;3836
DNI;817046;Juan;Gómez;juan.gómez@example.com;24/04/1989;ENTREGA_TARJETAS;860359
DNI;4383385373;Lucía;Fernández;lucía.fernández@example.com;02/08/2006;DONACION_VIANDAS;0882498
LE;561042;Carlos;Gómez;carlos.gómez@example.com;06/11/1985;ENTREGA_TARJETAS;34
DNI;2549232;Luis;Sánchez;luis.sánchez@example.com;28/08/1982;ENTREGA_TARJETAS;17655
DNI;0925610565;Carlos;García;carlos.garcía@example.com;19/04/1978;DONACION_VIANDAS;135612
DNI;7088677;Luis;López;luis.lópez@example.com;14/09/2014;DINERO;09
DNI;8491872113;Sofía;López;sofía.lópez@example.com;23/08/1954;DINERO;2817
LE;6667711;Lucía;Martínez;lucía.martínez@example.com;04/04/1996;ENTREGA_TARJETAS;0587412
LC;40039613;Carlos;Gómez;carlos.gómez@example.com;26/09/1984;DINERO;147
DNI;7245347;Carlos;García;carlos.garcía@example.com;11/02/2018;DINERO;034189
DNI;90097091;Juan;López;juan.lópez@example.com;18/08/1972;DINERO;39
LC;4400280342;Lucía;Sánchez;lucía.sánchez@example.com;14/06/1960;DINERO;190
LC;82176340;Luis;Sánchez;luis.sánchez@example.com;22/11/1954;REDISTRIBUCION_VIANDAS;41265
LC;109313398;Carlos;Pérez;carlos.pérez@example.com;06/05/1988;REDISTRIBUCION_VIANDAS;75
LE;29185610;Sofía;López;sofía.lópez@example.com;07/10/1982;DONACION_VIANDAS;7156181
LC;524486;Pedro;López;pedro.lópez@example.com;10/12/2023;REDISTRIBUCION_VIANDAS;613
LE;338165980;Lucía;Fernández;lucía.fernández@example.com;17/02/1952;DONACION_VIANDAS;9
DNI;566177704;Sofía;Gómez;sofía.gómez@example.com;20/01/1983;DINERO;87016
LC;710518460;Lucía;Martínez;lucía.martínez@example.com;02/08/1996;REDISTRIBUCION_VIANDAS;5052
LE;53338422;Luis;Gómez;luis.gómez@example.com;03/09/2022;ENTREGA_TARJETAS;0204915
LC;81167954;Luis;Gómez;luis.gómez@example.com;06/05/2001;REDISTRIBUCION_VIANDAS;5270
LE;751381922;Juan;Martínez;juan.martínez@example.com;25/03/2022;ENTREGA_TARJETAS;5117
LC;816578;Luis;Fernández;luis.fernández@example.com;04/01/1998;REDISTRIBUCION_VIANDAS;6521
LE;4354773;Pedro;López;pedro.lópez@example.com;15/05/1986;REDISTRIBUCION_VIANDAS;2
LC;85284258;Lucía;Pérez;lucía.pérez@example.com;05/09/1979;DONACION_VIANDAS;8
LC;100701810;Luis;Gómez;luis.gómez@example.com;25/02/2010;DONACION_VIANDAS;277507
LE;26207885;Pedro;Fernández;pedro.fernández@example.com;12/01/1987;DINERO;961
LE;03523887;Lucía;López;lucía.lópez@example.com;15/07/1958;DONACION_VIANDAS;9638
DNI;6963034;Pedro;Gómez;pedro.gómez@example.com;24/05/1966;ENTREGA_TARJETAS;15694
LE;757125245;María;López;maría.lópez@example.com;08/11/2023;DINERO;3390529
LE;2425272670;Lucía;García;lucía.garcía@example.com;09/03/2023;REDISTRIBUCION_VIANDAS;038067
DNI;3444648856;Juan;García;juan.garcía@example.com;09/01/1982;ENTREGA_TARJETAS;39
LE;766847968;María;Martínez;maría.martínez@example.com;07/08/1959;DINERO;121
LC;734030;Juan;López;juan.lópez@example.com;18/07/1989;REDISTRIBUCION_VIANDAS;000
LC;707972;Juan;Gómez;juan.gómez@example.com;08/09/1988;REDISTRIBUCION_VIANDAS;55
LC;587001144;Sofía;López;sofía.lópez@example.com;14/06/1962;REDISTRIBUCION_VIANDAS;1
DNI;778413849;Sofía;Pérez;sofía.pérez@example.com;16/05/1950;DONACION_VIANDAS;3
DNI;771934;Ana;Martínez;ana.martínez@example.com;28/04/1990;ENTREGA_TARJETAS;1129170
DNI;72396927;Carlos;Sánchez;carlos.sánchez@example.com;01/08/1977;DINERO;2
DNI;11251462;Lucía;Sánchez;lucía.sánchez@example.com;28/06/2014;REDISTRIBUCION_VIANDAS;679354
LC;68987075;María;Fernández;maría.fernández@example.com;27/07/1986;REDISTRIBUCION_VIANDAS;9
LC;7806118726;Juan;Martínez;juan.martínez@example.com;08/09/1981;REDISTRIBUCION_VIANDAS;325316
LC;9089953478;Carlos;Sánchez;carlos.sánchez@example.com;15/05/2013;ENTREGA_TARJETAS;68768
DNI;5547367015;María;Rodríguez;maría.rodríguez@example.com;07/04/1975;ENTREGA_TARJETAS;9
DNI;9729403571;María;Fernández;maría.fernández@example.com;18/01/2020;DINERO;3063
LC;7540289001;Pedro;García;pedro.garcía@example.com;19/08/2004;REDISTRIBUCION_VIANDAS;4095
LC;3107606;Carlos;Rodríguez;carlos.rodríguez@example.com;05/02/1981;DONACION_VIANDAS;6
DNI;469725;Lucía;Sánchez;lucía.sánchez@example.com;18/06/1986;DINERO;64
DNI;073414446;Pedro;Pérez;pedro.pérez@example.com;26/10/1984;DONACION_VIANDAS;509
LC;3676607001;Carlos;Rodríguez;carlos.rodríguez@example.com;09/02/1984;DINERO;2568
DNI;88690625;María;Gómez;maría.gómez@example.com;04/12/1957;REDISTRIBUCION_VIANDAS;210139
LC;4047288;Lucía;Fernández;lucía.fernández@example.com;20/02/2008;REDISTRIBUCION_VIANDAS;996
LE;184397;Ana;Pérez;ana.pérez@example.com;24/05/1960;DONACION_VIANDAS;6
DNI;1598267505;Juan;Sánchez;juan.sánchez@example.com;11/07/1961;DONACION_VIANDAS;1076
DNI;8552210692;Pedro;Martínez;pedro.martínez@example.com;27/01/2009;ENTREGA_TARJETAS;76
DNI;5726431;Lucía;Pérez;lucía.pérez@example.com;27/07/2017;DONACION_VIANDAS;904890
LC;7512440404;Sofía;García;sofía.garcía@example.com;06/10/1997;DONACION_VIANDAS;58
LE;8116046;Sofía;García;sofía.garcía@example.com;14/06/2015;ENTREGA_TARJETAS;4305120
LE;955886581;Lucía;López;lucía.lópez@example.com;13/04/2011;REDISTRIBUCION_VIANDAS;1737
DNI;572879;Juan;Fernández;juan.fernández@example.com;06/05/1955;ENTREGA_TARJETAS;842
DNI;288786;María;López;maría.lópez@example.com;06/03/1962;DINERO;337
LC;518282;Luis;Fernández;luis.fernández@example.com;07/07/1972;REDISTRIBUCION_VIANDAS;138110
LC;904200801;Lucía;López;lucía.lópez@example.com;08/02/2018;DINERO;25044
DNI;4617739;Ana;López;ana.lópez@example.com;22/04/2018;ENTREGA_TARJETAS;382957
DNI;799877;Lucía;Martínez;lucía.martínez@example.com;23/01/1987;DONACION_VIANDAS;6167222
DNI;61921449;Juan;Rodríguez;juan.rodríguez@example.com;28/04/2018;DONACION_VIANDAS;555606
LC;731201200;Luis;Fernández;luis.fernández@example.com;05/05/1951;REDISTRIBUCION_VIANDAS;561
LE;2734338881;Juan;Rodríguez;juan.rodríguez@example.com;14/11/2008;DINERO;0197394
DNI;3164819;Ana;López;ana.lópez@example.com;04/02/1984;DINERO;3
LC;872744;Sofía;Pérez;sofía.pérez@example.com;03/03/1984;ENTREGA_TARJETAS;632
LC;03973290;María;García;maría.garcía@example.com;23/08/1978;ENTREGA_TARJETAS;9374513
LE;2656888;Ana;Martínez;ana.martínez@example.com;01/07/1955;REDISTRIBUCION_VIANDAS;6793
LE;5260095;María;Sánchez;maría.sánchez@example.com;11/07/1991;REDISTRIBUCION_VIANDAS;25361
LE;1609717;Luis;García;luis.garcía@example.com;26/10/1979;ENTREGA_TARJETAS;15
DNI;545972;Lucía;López;lucía.lópez@example.com;18/11/2011;DINERO;081
LC;5784324;Juan;López;juan.lópez@example.com;05/09/2013;DONACION_VIANDAS;757387
LC;86550096;María;Pérez;maría.pérez@example.com;27/01/2023;REDISTRIBUCION_VIANDAS;8857
LE;278672;Ana;Pérez;ana.pérez@example.com;06/06/1955;DONACION_VIANDAS;7563801
LC;917063678;Ana;Fernández;ana.fernández@example.com;14/07/1991;DINERO;30
DNI;947238;María;Gómez;maría.gómez@example.com;10/09/1978;DINERO;0257988
DNI;083613371;Lucía;Rodríguez;lucía.rodríguez@example.com;03/02/2017;ENTREGA_TARJETAS;53596
LE;35876118;Ana;Fernández;ana.fernández@example.com;25/07/1959;ENTREGA_TARJETAS;2172951
LC;549906;Luis;Pérez;luis.pérez@example.com;08/09/1978;DONACION_VIANDAS;680027
LE;204539;Ana;Fernández;ana.fernández@example.com;27/06/1959;REDISTRIBUCION_VIANDAS;80
DNI;3996533741;María;Gómez;maría.gómez@example.com;28/07/2013;DINERO;468
LC;19760202;Sofía;López;sofía.lópez@example.com;24/03/2009;DONACION_VIANDAS;621607
LE;695699717;Lucía;Gómez;lucía.gómez@example.com;07/11/1994;ENTREGA_TARJETAS;10964
LE;222307489;Sofía;Pérez;sofía.pérez@example.com;03/06/1989;DINERO;9296
LC;6261256;Ana;Martínez;ana.martínez@example.com;04/02/1997;DINERO;30188
LE;987239336;María;Fernández;maría.fernández@example.com;26/04/1991;REDISTRIBUCION_VIANDAS;141457
LC;94414000;Luis;Martínez;luis.martínez@example.com;21/01/1966;DINERO;4694
LE;20383994;Luis;Martínez;luis.martínez@example.com;08/02/1996;DONACION_VIANDAS;68
LC;39047104;Sofía;Gómez;sofía.gómez@example.com;19/12/2017;DINERO;020
DNI;7671302679;Pedro;Pérez;pedro.pérez@example.com;03/09/1953;DONACION_VIANDAS;067
LE;3296174443;Lucía;Fernández;lucía.fernández@example.com;21/03/1999;ENTREGA_TARJETAS;27748
DNI;8764204704;Ana;Martínez;ana.martínez@example.com;17/12/2021;REDISTRIBUCION_VIANDAS;2549899
DNI;4516426931;Pedro;Sánchez;pedro.sánchez@example.com;14/08/1992;REDISTRIBUCION_VIANDAS;9613853
LE;016345117;Ana;López;ana.lópez@example.com;04/04/1986;REDISTRIBUCION_VIANDAS;5
LE;5297953666;Juan;Fernández;juan.fernández@example.com;17/06/1990;ENTREGA_TARJETAS;65448
LC;366888;Luis;Sánchez;luis.sánchez@example.com;08/03/1956;DONACION_VIANDAS;922210
LC;6047714725;Lucía;Martínez;lucía.martínez@example.com;13/10/2023;DINERO;99801
LC;435386118;Ana;Gómez;ana.gómez@example.com;22/10/1986;DONACION_VIANDAS;868
LC;922011749;Carlos;López;carlos.lópez@example.com;18/04/2000;ENTREGA_TARJETAS;623512
LC;212741;Lucía;García;lucía.garcía@example.com;03/03/1955;ENTREGA_TARJETAS;191
LE;81409654;Lucía;Sánchez;lucía.sánchez@example.com;23/03/1977;DONACION_VIANDAS;827761
DNI;00594963;Lucía;Fernández;lucía.fernández@example.com;15/11/1957;REDISTRIBUCION_VIANDAS;281823
LE;784071785;María;Rodríguez;maría.rodríguez@example.com;18/06/1988;DINERO;054
DNI;69398922;Pedro;Gómez;pedro.gómez@example.com;01/02/1952;DONACION_VIANDAS;5310760
DNI;705906000;Carlos;Fernández;carlos.fernández@example.com;06/08/1986;REDISTRIBUCION_VIANDAS;8459
LE;4144722;Juan;Martínez;juan.martínez@example.com;06/11/1961;DINERO;14689
DNI;931416798;Ana;Pérez;ana.pérez@example.com;26/12/1955;REDISTRIBUCION_VIANDAS;767
DNI;95265628;Ana;Gómez;ana.gómez@example.com;14/09/2013;ENTREGA_TARJETAS;04
LE;425168;Ana;Fernández;ana.fernández@example.com;23/12/2019;DONACION_VIANDAS;35401
LE;8388019888;Pedro;García;pedro.garcía@example.com;07/09/2023;ENTREGA_TARJETAS;676129
LC;0030016780;Sofía;Rodríguez;sofía.rodríguez@example.com;06/07/2002;DONACION_VIANDAS;81996
DNI;956902558;Pedro;Sánchez;pedro.sánchez@example.com;26/06/1980;ENTREGA_TARJETAS;7951
DNI;639589;Lucía;López;lucía.lópez@example.com;15/10/1955;DONACION_VIANDAS;536
LE;1656734;Sofía;García;sofía.garcía@example.com;14/07/2007;ENTREGA_TARJETAS;42
LE;1154792531;Sofía;Fernández;sofía.fernández@example.com;03/05/1953;REDISTRIBUCION_VIANDAS;8
DNI;2463695789;María;Martínez;maría.martínez@example.com;23/11/2017;REDISTRIBUCION_VIANDAS;855247
LE;5345106951;Ana;Pérez;ana.pérez@example.com;16/03/1950;ENTREGA_TARJETAS;6520229
LC;54532595;Carlos;Fernández;carlos.fernández@example.com;19/04/1970;ENTREGA_TARJETAS;0216445
LE;78614948;Sofía;Martínez;sofía.martínez@example.com;02/09/1986;ENTREGA_TARJETAS;05
LC;716662;Luis;Sánchez;luis.sánchez@example.com;06/05/2002;ENTREGA_TARJETAS;60
LC;0342051372;Sofía;Martínez;sofía.martínez@example.com;13/03/1953;DONACION_VIANDAS;1953
DNI;293139642;Pedro;Gómez;pedro.gómez@example.com;27/11/2002;DINERO;7
LE;7566727;Pedro;Pérez;pedro.pérez@example.com;25/07/2009;DINERO;3
DNI;343463467;Juan;Fernández;juan.fernández@example.com;16/06/2006;ENTREGA_TARJETAS;26
LE;930151;Sofía;Fernández;sofía.fernández@example.com;24/02/1970;REDISTRIBUCION_VIANDAS;22174
LC;5264223419;Carlos;Rodríguez;carlos.rodríguez@example.com;18/09/1995;REDISTRIBUCION_VIANDAS;289
LE;3028972003;Pedro;Pérez;pedro.pérez@example.com;26/07/2009;ENTREGA_TARJETAS;2
LE;633286927;Sofía;López;sofía.lópez@example.com;09/04/1985;DINERO;3325820
LC;162439939;Pedro;López;pedro.lópez@example.com;22/08/2006;REDISTRIBUCION_VIANDAS;3200144
LE;6537204793;Pedro;Martínez;pedro.martínez@example.com;10/10/2009;DINERO;421
LC;272947401;Juan;García;juan.garcía@example.com;11/11/1988;ENTREGA_TARJETAS;374
LC;165889;Ana;Fernández;ana.fernández@example.com;21/06/1953;ENTREGA_TARJETAS;4118
LE;15473183;Sofía;García;sofía.garcía@example.com;02/12/2008;DONACION_VIANDAS;6167167
DNI;616693;Luis;García;luis.garcía@example.com;09/05/1960;DINERO;4286590
LC;0729692666;María;Martínez;maría.martínez@example.com;12/11/2016;REDISTRIBUCION_VIANDAS;6948
LE;7753271565;Pedro;Sánchez;pedro.sánchez@example.com;23/05/1972;DINERO;98931
DNI;320649;María;Gómez;maría.gómez@example.com;13/12/1959;REDISTRIBUCION_VIANDAS;48
DNI;664067577;María;Gómez;maría.gómez@example.com;21/03/1984;DINERO;47
