DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;01/03/1951;DONACION_VIANDAS;8020
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;09/04/2021;DINERO;5504511
LE;02392562;Ana;García;matiascanevaro@hotmail.com;09/06/1958;DINERO;704129
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;28/10/1953;DINERO;4160
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;08/02/1987;REDISTRIBUCION_VIANDAS;824
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;27/06/1996;DINERO;9172
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;10/03/2021;ENTREGA_TARJETAS;15754
LE;02392562;Ana;García;matiascanevaro@hotmail.com;12/01/1993;ENTREGA_TARJETAS;892226
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;11/04/2021;ENTREGA_TARJETAS;026
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;20/02/2012;DONACION_VIANDAS;30849
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;14/04/1953;REDISTRIBUCION_VIANDAS;6
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;07/10/1995;REDISTRIBUCION_VIANDAS;808
LE;02392562;Ana;García;matiascanevaro@hotmail.com;26/02/2009;ENTREGA_TARJETAS;42876
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;18/06/1953;ENTREGA_TARJETAS;053
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;19/02/2012;ENTREGA_TARJETAS;919150
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;18/05/2007;REDISTRIBUCION_VIANDAS;976446
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;28/03/1959;DONACION_VIANDAS;9204
LE;02392562;Ana;García;matiascanevaro@hotmail.com;21/03/2014;REDISTRIBUCION_VIANDAS;93
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;25/06/1985;ENTREGA_TARJETAS;21809
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;19/09/2000;REDISTRIBUCION_VIANDAS;9163709
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;15/01/2021;ENTREGA_TARJETAS;675900
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;17/07/1992;ENTREGA_TARJETAS;320455
LE;02392562;Ana;García;matiascanevaro@hotmail.com;07/05/2023;DONACION_VIANDAS;4
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;04/10/2015;REDISTRIBUCION_VIANDAS;443
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;06/07/2006;DONACION_VIANDAS;294
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;14/11/1983;DINERO;804
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;21/08/1957;ENTREGA_TARJETAS;5
LE;02392562;Ana;García;matiascanevaro@hotmail.com;01/01/1983;DINERO;8892169
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;19/02/1980;DINERO;002
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;28/11/1983;DINERO;14
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;08/04/1980;REDISTRIBUCION_VIANDAS;733889
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;14/11/1978;REDISTRIBUCION_VIANDAS;7
LE;02392562;Ana;García;matiascanevaro@hotmail.com;22/04/1957;ENTREGA_TARJETAS;783
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;10/12/1990;DONACION_VIANDAS;550
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;14/10/1976;REDISTRIBUCION_VIANDAS;79
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;19/06/1974;DONACION_VIANDAS;9623441
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;15/04/1999;REDISTRIBUCION_VIANDAS;4
LE;02392562;Ana;García;matiascanevaro@hotmail.com;14/10/1983;REDISTRIBUCION_VIANDAS;120
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;18/03/1976;DINERO;694268
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;02/06/2016;REDISTRIBUCION_VIANDAS;55052
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;14/09/2014;DONACION_VIANDAS;6
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;26/10/1974;DINERO;2744542
LE;02392562;Ana;García;matiascanevaro@hotmail.com;16/03/1978;REDISTRIBUCION_VIANDAS;5
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;14/07/2008;DINERO;870270
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;28/10/2003;DINERO;8318244
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;18/09/1950;DONACION_VIANDAS;198
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;02/10/2012;DONACION_VIANDAS;77978
LE;02392562;Ana;García;matiascanevaro@hotmail.com;02/11/2006;REDISTRIBUCION_VIANDAS;12
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;27/05/2014;ENTREGA_TARJETAS;4
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;14/10/2007;REDISTRIBUCION_VIANDAS;0098582
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;28/02/2005;DONACION_VIANDAS;9957
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;19/10/2016;DONACION_VIANDAS;28168
LE;02392562;Ana;García;matiascanevaro@hotmail.com;01/10/1957;ENTREGA_TARJETAS;045518
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;15/02/1950;DONACION_VIANDAS;2706
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;12/03/1961;REDISTRIBUCION_VIANDAS;99764
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;01/07/1987;REDISTRIBUCION_VIANDAS;619529
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;05/09/1971;DINERO;7262567
LE;02392562;Ana;García;matiascanevaro@hotmail.com;13/09/1976;DINERO;98
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;11/10/1986;DONACION_VIANDAS;70
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;10/11/1980;DONACION_VIANDAS;617
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;14/12/1989;REDISTRIBUCION_VIANDAS;255646
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;19/03/2012;DINERO;4
LE;02392562;Ana;García;matiascanevaro@hotmail.com;26/09/1981;DINERO;9
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;23/01/2008;REDISTRIBUCION_VIANDAS;664837
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;19/04/2013;DONACION_VIANDAS;491402
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;01/10/1956;REDISTRIBUCION_VIANDAS;306874
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;25/05/1979;DINERO;59
LE;02392562;Ana;García;matiascanevaro@hotmail.com;28/03/2019;ENTREGA_TARJETAS;357196
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;22/04/1989;DONACION_VIANDAS;10
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;28/01/1975;ENTREGA_TARJETAS;50837
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;13/09/1999;DONACION_VIANDAS;400
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;14/05/2019;DINERO;31
LE;02392562;Ana;García;matiascanevaro@hotmail.com;28/03/1999;DINERO;43059
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;16/02/2011;REDISTRIBUCION_VIANDAS;14140
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;01/04/2017;DINERO;770
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;18/03/1998;DINERO;8727
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;19/05/1962;DINERO;84
LE;02392562;Ana;García;matiascanevaro@hotmail.com;16/08/1979;DONACION_VIANDAS;014696
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;22/03/1977;REDISTRIBUCION_VIANDAS;310344
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;08/05/1955;ENTREGA_TARJETAS;47
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;23/06/1996;DINERO;7388
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;12/12/1995;ENTREGA_TARJETAS;261547
LE;02392562;Ana;García;matiascanevaro@hotmail.com;09/05/1990;ENTREGA_TARJETAS;716632
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;27/11/1970;ENTREGA_TARJETAS;28
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;26/11/1973;DINERO;3514206
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;04/10/2021;ENTREGA_TARJETAS;59
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;17/06/1954;DINERO;95312
LE;02392562;Ana;García;matiascanevaro@hotmail.com;04/09/1973;DONACION_VIANDAS;2626753
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;28/07/1969;DINERO;6147
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;19/07/2001;DINERO;9272466
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;05/02/1957;ENTREGA_TARJETAS;2
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;21/03/2009;REDISTRIBUCION_VIANDAS;14
LE;02392562;Ana;García;matiascanevaro@hotmail.com;28/06/2006;DONACION_VIANDAS;261
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;11/02/1986;DONACION_VIANDAS;91162
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;07/08/1992;ENTREGA_TARJETAS;2
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;09/02/2012;DINERO;6810
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;17/07/1968;ENTREGA_TARJETAS;763
LE;02392562;Ana;García;matiascanevaro@hotmail.com;04/08/2019;DINERO;3070
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;06/08/2019;REDISTRIBUCION_VIANDAS;30610
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;11/02/1995;DINERO;94948
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;28/12/1958;ENTREGA_TARJETAS;418
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;17/02/2001;DONACION_VIANDAS;87694
LE;02392562;Ana;García;matiascanevaro@hotmail.com;01/06/1958;REDISTRIBUCION_VIANDAS;20317
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;17/07/1994;DINERO;206
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;15/08/2008;DINERO;24992
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;28/09/1999;REDISTRIBUCION_VIANDAS;4
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;26/03/2021;ENTREGA_TARJETAS;33
LE;02392562;Ana;García;matiascanevaro@hotmail.com;24/01/2015;REDISTRIBUCION_VIANDAS;9
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;01/12/1993;ENTREGA_TARJETAS;906
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;07/07/1999;DONACION_VIANDAS;217
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;05/08/2002;DONACION_VIANDAS;8245288
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;25/12/1981;ENTREGA_TARJETAS;6457
LE;02392562;Ana;García;matiascanevaro@hotmail.com;11/04/2021;ENTREGA_TARJETAS;1322
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;12/10/1963;DONACION_VIANDAS;109
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;09/10/2014;DINERO;81
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;09/09/1951;ENTREGA_TARJETAS;293
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;09/03/1956;DONACION_VIANDAS;186
LE;02392562;Ana;García;matiascanevaro@hotmail.com;07/10/1952;REDISTRIBUCION_VIANDAS;0380
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;02/01/1991;DINERO;704561
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;01/10/1995;REDISTRIBUCION_VIANDAS;3418
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;21/09/2017;DONACION_VIANDAS;591
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;09/03/1991;DONACION_VIANDAS;316
LE;02392562;Ana;García;matiascanevaro@hotmail.com;15/07/1985;REDISTRIBUCION_VIANDAS;005334
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;09/09/1959;REDISTRIBUCION_VIANDAS;540
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;03/09/1956;ENTREGA_TARJETAS;529
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;09/05/1974;ENTREGA_TARJETAS;9
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;06/02/2006;DONACION_VIANDAS;7377170
LE;02392562;Ana;García;matiascanevaro@hotmail.com;14/03/2014;ENTREGA_TARJETAS;44
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;10/01/1958;DINERO;88
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;20/05/1977;DINERO;08054
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;14/08/2012;REDISTRIBUCION_VIANDAS;762
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;24/07/1993;ENTREGA_TARJETAS;3024
LE;02392562;Ana;García;matiascanevaro@hotmail.com;25/08/1972;DONACION_VIANDAS;25
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;09/04/1987;REDISTRIBUCION_VIANDAS;3211
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;04/04/1962;REDISTRIBUCION_VIANDAS;8246035
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;25/08/1976;DONACION_VIANDAS;85
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;03/02/1961;DONACION_VIANDAS;70
LE;02392562;Ana;García;matiascanevaro@hotmail.com;06/07/2008;REDISTRIBUCION_VIANDAS;245797
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;19/02/1977;ENTREGA_TARJETAS;0911
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;14/04/1960;REDISTRIBUCION_VIANDAS;289383
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;21/07/1956;DONACION_VIANDAS;4
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;11/10/1957;DONACION_VIANDAS;2
LE;02392562;Ana;García;matiascanevaro@hotmail.com;19/03/2011;DONACION_VIANDAS;6689940
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;06/05/1969;ENTREGA_TARJETAS;6
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;12/11/1979;REDISTRIBUCION_VIANDAS;3256329
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;22/07/1985;REDISTRIBUCION_VIANDAS;0368121
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;05/12/1996;DINERO;643
LE;02392562;Ana;García;matiascanevaro@hotmail.com;27/06/1993;ENTREGA_TARJETAS;139
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;21/07/2008;REDISTRIBUCION_VIANDAS;1
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;10/05/2002;DINERO;794609
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;01/04/1960;ENTREGA_TARJETAS;704
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;01/03/1997;ENTREGA_TARJETAS;842384
LE;02392562;Ana;García;matiascanevaro@hotmail.com;17/06/2022;DINERO;28909
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;15/08/2014;DINERO;4354
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;16/04/2002;DINERO;6446526
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;05/06/1997;ENTREGA_TARJETAS;6990288
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;07/11/1964;DINERO;70667
LE;02392562;Ana;García;matiascanevaro@hotmail.com;04/11/1953;ENTREGA_TARJETAS;6
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;17/07/1974;ENTREGA_TARJETAS;3176806
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;19/06/2009;DONACION_VIANDAS;996
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;10/05/1984;DINERO;327879
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;07/12/2006;DONACION_VIANDAS;89
LE;02392562;Ana;García;matiascanevaro@hotmail.com;23/11/2000;DINERO;9834
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;09/02/1980;DINERO;4759867
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;23/02/2003;REDISTRIBUCION_VIANDAS;0165770
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;18/04/1982;ENTREGA_TARJETAS;7214
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;14/06/1981;DONACION_VIANDAS;1785455
LE;02392562;Ana;García;matiascanevaro@hotmail.com;09/05/1982;ENTREGA_TARJETAS;44
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;02/04/1981;ENTREGA_TARJETAS;20133
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;13/05/2009;REDISTRIBUCION_VIANDAS;80
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;16/08/1993;DINERO;635135
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;23/01/2006;DONACION_VIANDAS;28695
LE;02392562;Ana;García;matiascanevaro@hotmail.com;25/09/1995;ENTREGA_TARJETAS;3540022
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;28/06/2019;DONACION_VIANDAS;86
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;11/05/1971;ENTREGA_TARJETAS;770
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;10/03/1985;ENTREGA_TARJETAS;75416
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;17/12/2005;ENTREGA_TARJETAS;88
LE;02392562;Ana;García;matiascanevaro@hotmail.com;26/05/1959;ENTREGA_TARJETAS;727152
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;17/03/1962;DINERO;9
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;12/08/1993;REDISTRIBUCION_VIANDAS;6587
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;13/08/1953;ENTREGA_TARJETAS;235
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;15/08/1978;DINERO;5320666
LE;02392562;Ana;García;matiascanevaro@hotmail.com;23/11/2018;ENTREGA_TARJETAS;58834
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;18/10/1955;REDISTRIBUCION_VIANDAS;7
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;05/09/2005;REDISTRIBUCION_VIANDAS;39910
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;15/01/2022;ENTREGA_TARJETAS;834332
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;07/03/1973;REDISTRIBUCION_VIANDAS;5054239
LE;02392562;Ana;García;matiascanevaro@hotmail.com;21/05/1966;DINERO;9
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;05/04/1960;ENTREGA_TARJETAS;5245864
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;01/09/1970;REDISTRIBUCION_VIANDAS;959
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;26/05/1989;ENTREGA_TARJETAS;19
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;03/01/2020;DONACION_VIANDAS;3949628
LE;02392562;Ana;García;matiascanevaro@hotmail.com;27/07/1965;DINERO;165
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;01/11/1954;REDISTRIBUCION_VIANDAS;27
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;20/01/1987;ENTREGA_TARJETAS;5
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;03/02/1960;DINERO;282890
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;02/09/1956;DONACION_VIANDAS;47989
LE;02392562;Ana;García;matiascanevaro@hotmail.com;14/11/2009;REDISTRIBUCION_VIANDAS;688
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;10/06/1974;DONACION_VIANDAS;3
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;20/10/1987;DINERO;20
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;22/06/2004;DONACION_VIANDAS;8398090
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;06/02/2023;REDISTRIBUCION_VIANDAS;5
LE;02392562;Ana;García;matiascanevaro@hotmail.com;27/06/1996;DINERO;8237
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;28/07/1990;DINERO;8833
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;13/01/2010;DINERO;0
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;20/11/2009;REDISTRIBUCION_VIANDAS;27958
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;21/04/1960;DINERO;05
LE;02392562;Ana;García;matiascanevaro@hotmail.com;13/05/1962;REDISTRIBUCION_VIANDAS;981426
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;20/10/1974;ENTREGA_TARJETAS;038244
DNI;00712794;Luis;Gómez;florenciazanoni1@gmail.com;01/03/2011;DONACION_VIANDAS;664
DNI;50037748;Ana;Gómez;mgaraventa@frba.utn.edu.ar;24/11/2003;DINERO;1927163
LE;777439450;Carlos;Sánchez;maticanevaro@gmail.com;05/04/1989;REDISTRIBUCION_VIANDAS;528
LE;02392562;Ana;García;matiascanevaro@hotmail.com;16/01/1970;DONACION_VIANDAS;8610
LC;262008655;Carlos;Sánchez;maticanevaro@gmail.com;13/03/1962;DONACION_VIANDAS;478791
